peakID	Chr	Start	End	Strand	Length
1.15655142.15656076	1	15655142	15656076	.	935
1.15671664.15673321	1	15671664	15673321	.	1658
1.15689073.15689779	1	15689073	15689779	.	707
1.15735402.15737565	1	15735402	15737565	.	2164
1.15737723.15739085	1	15737723	15739085	.	1363
1.15742253.15743608	1	15742253	15743608	.	1356
1.15743683.15744579	1	15743683	15744579	.	897
1.15747528.15748522	1	15747528	15748522	.	995
1.15757337.15758490	1	15757337	15758490	.	1154
1.15761009.15761955	1	15761009	15761955	.	947
1.15792286.15792534	1	15792286	15792534	.	249
1.15828023.15828502	1	15828023	15828502	.	480
1.15841583.15842071	1	15841583	15842071	.	489
1.15850279.15852053	1	15850279	15852053	.	1775
1.15852705.15854063	1	15852705	15854063	.	1359
1.15910843.15911877	1	15910843	15911877	.	1035
1.15929624.15930569	1	15929624	15930569	.	946
1.15942897.15945190	1	15942897	15945190	.	2294
1.16005095.16005445	1	16005095	16005445	.	351
1.16008626.16009342	1	16008626	16009342	.	717
1.16010413.16011791	1	16010413	16011791	.	1379
1.16023176.16024198	1	16023176	16024198	.	1023
1.16029573.16030501	1	16029573	16030501	.	929
1.16067634.16068390	1	16067634	16068390	.	757
1.16086808.16087773	1	16086808	16087773	.	966
1.16115012.16115618	1	16115012	16115618	.	607
1.16118251.16119125	1	16118251	16119125	.	875
1.16121613.16122132	1	16121613	16122132	.	520
1.16126749.16127776	1	16126749	16127776	.	1028
1.16155935.16156924	1	16155935	16156924	.	990
1.16160633.16164310	1	16160633	16164310	.	3678
1.16173563.16176854	1	16173563	16176854	.	3292
1.16212089.16213456	1	16212089	16213456	.	1368
1.16263699.16264697	1	16263699	16264697	.	999
1.16275084.16277033	1	16275084	16277033	.	1950
1.16277252.16278442	1	16277252	16278442	.	1191
1.16278733.16280657	1	16278733	16280657	.	1925
1.16283730.16284556	1	16283730	16284556	.	827
1.16292423.16293266	1	16292423	16293266	.	844
1.16301537.16302961	1	16301537	16302961	.	1425
1.16320716.16321467	1	16320716	16321467	.	752
1.16335449.16336246	1	16335449	16336246	.	798
1.16338944.16340488	1	16338944	16340488	.	1545
1.16340885.16341739	1	16340885	16341739	.	855
1.16343686.16345641	1	16343686	16345641	.	1956
1.16353219.16353674	1	16353219	16353674	.	456
1.16359043.16360064	1	16359043	16360064	.	1022
1.16374597.16375879	1	16374597	16375879	.	1283
1.16382113.16383037	1	16382113	16383037	.	925
1.16399445.16400751	1	16399445	16400751	.	1307
1.16405282.16406282	1	16405282	16406282	.	1001
1.16408529.16409451	1	16408529	16409451	.	923
1.16411985.16412583	1	16411985	16412583	.	599
1.16449146.16449922	1	16449146	16449922	.	777
1.16467456.16468777	1	16467456	16468777	.	1322
1.16471489.16474081	1	16471489	16474081	.	2593
1.16477449.16478550	1	16477449	16478550	.	1102
1.16480621.16483993	1	16480621	16483993	.	3373
1.16488778.16489298	1	16488778	16489298	.	521
1.16490690.16491200	1	16490690	16491200	.	511
1.16494232.16494822	1	16494232	16494822	.	591
1.16499194.16500430	1	16499194	16500430	.	1237
1.16508097.16509087	1	16508097	16509087	.	991
1.16514091.16514871	1	16514091	16514871	.	781
1.16532356.16534466	1	16532356	16534466	.	2111
1.16542336.16544495	1	16542336	16544495	.	2160
1.16552774.16554578	1	16552774	16554578	.	1805
1.16562443.16564283	1	16562443	16564283	.	1841
1.16570632.16571494	1	16570632	16571494	.	863
1.16619867.16620635	1	16619867	16620635	.	769
1.16645061.16645532	1	16645061	16645532	.	472
1.16678067.16679911	1	16678067	16679911	.	1845
1.16689815.16690429	1	16689815	16690429	.	615
1.16693057.16695116	1	16693057	16695116	.	2060
1.16766600.16768190	1	16766600	16768190	.	1591
1.16768663.16769025	1	16768663	16769025	.	363
1.16770539.16771148	1	16770539	16771148	.	610
1.16824927.16826626	1	16824927	16826626	.	1700
1.16826969.16828185	1	16826969	16828185	.	1217
1.16846851.16847898	1	16846851	16847898	.	1048
1.16861155.16862300	1	16861155	16862300	.	1146
1.16866790.16867414	1	16866790	16867414	.	625
1.16918332.16918757	1	16918332	16918757	.	426
1.16939100.16940598	1	16939100	16940598	.	1499
1.16947147.16948274	1	16947147	16948274	.	1128
1.16951338.16951986	1	16951338	16951986	.	649
1.16970273.16972347	1	16970273	16972347	.	2075
1.17004168.17004912	1	17004168	17004912	.	745
1.17029432.17030443	1	17029432	17030443	.	1012
1.17033299.17034730	1	17033299	17034730	.	1432
1.17035956.17036682	1	17035956	17036682	.	727
1.17053790.17054259	1	17053790	17054259	.	470
1.17185827.17186296	1	17185827	17186296	.	470
1.17198622.17200040	1	17198622	17200040	.	1419
1.17215278.17216407	1	17215278	17216407	.	1130
1.17221880.17224118	1	17221880	17224118	.	2239
1.17227224.17227767	1	17227224	17227767	.	544
1.17230327.17232664	1	17230327	17232664	.	2338
1.17238301.17241366	1	17238301	17241366	.	3066
1.17247965.17248786	1	17247965	17248786	.	822
1.17274142.17274273	1	17274142	17274273	.	132
1.17277941.17278633	1	17277941	17278633	.	693
1.17287013.17287751	1	17287013	17287751	.	739
1.17289926.17290374	1	17289926	17290374	.	449
1.17313073.17314097	1	17313073	17314097	.	1025
1.17335751.17339028	1	17335751	17339028	.	3278
1.17339667.17340974	1	17339667	17340974	.	1308
1.17349701.17350167	1	17349701	17350167	.	467
1.17371581.17372282	1	17371581	17372282	.	702
1.17379664.17381264	1	17379664	17381264	.	1601
1.17385958.17387082	1	17385958	17387082	.	1125
1.17402040.17402480	1	17402040	17402480	.	441
1.17444877.17447067	1	17444877	17447067	.	2191
1.17452033.17452855	1	17452033	17452855	.	823
1.17454787.17455470	1	17454787	17455470	.	684
1.17508323.17508782	1	17508323	17508782	.	460
1.17533365.17535026	1	17533365	17535026	.	1662
1.17539040.17540128	1	17539040	17540128	.	1089
1.17560086.17560542	1	17560086	17560542	.	457
1.17563388.17564109	1	17563388	17564109	.	722
1.17565633.17566737	1	17565633	17566737	.	1105
1.17600487.17601254	1	17600487	17601254	.	768
1.17603080.17603649	1	17603080	17603649	.	570
1.17608137.17609040	1	17608137	17609040	.	904
1.17633959.17635348	1	17633959	17635348	.	1390
1.17662460.17663006	1	17662460	17663006	.	547
1.17691718.17692288	1	17691718	17692288	.	571
1.17724586.17725075	1	17724586	17725075	.	490
1.17732298.17733223	1	17732298	17733223	.	926
1.17745925.17746995	1	17745925	17746995	.	1071
1.17763417.17767276	1	17763417	17767276	.	3860
1.17820679.17821160	1	17820679	17821160	.	482
1.17828589.17829369	1	17828589	17829369	.	781
1.17835921.17836316	1	17835921	17836316	.	396
1.17891836.17892627	1	17891836	17892627	.	792
1.17895705.17896708	1	17895705	17896708	.	1004
1.17914383.17915304	1	17914383	17915304	.	922
1.17933282.17933787	1	17933282	17933787	.	506
1.17941172.17942302	1	17941172	17942302	.	1131
1.17944378.17945256	1	17944378	17945256	.	879
1.17956070.17957280	1	17956070	17957280	.	1211
1.17961934.17963074	1	17961934	17963074	.	1141
1.17980115.17980893	1	17980115	17980893	.	779
1.17987868.17988694	1	17987868	17988694	.	827
1.18000070.18000642	1	18000070	18000642	.	573
1.18000739.18002032	1	18000739	18002032	.	1294
1.18002831.18003770	1	18002831	18003770	.	940
1.18285113.18285873	1	18285113	18285873	.	761
1.18327304.18327619	1	18327304	18327619	.	316
1.18367401.18368125	1	18367401	18368125	.	725
1.18486617.18487896	1	18486617	18487896	.	1280
1.18519203.18520071	1	18519203	18520071	.	869
1.18561190.18561699	1	18561190	18561699	.	510
1.18711703.18713269	1	18711703	18713269	.	1567
1.18808316.18808692	1	18808316	18808692	.	377
1.18817770.18818008	1	18817770	18818008	.	239
1.18884070.18884515	1	18884070	18884515	.	446
1.18901851.18902383	1	18901851	18902383	.	533
1.18910157.18911014	1	18910157	18911014	.	858
1.18923835.18924295	1	18923835	18924295	.	461
1.19042661.19043466	1	19042661	19043466	.	806
1.19146947.19147869	1	19146947	19147869	.	923
1.19201533.19202338	1	19201533	19202338	.	806
1.19210455.19211311	1	19210455	19211311	.	857
1.19228548.19229927	1	19228548	19229927	.	1380
1.19233278.19236099	1	19233278	19236099	.	2822
1.19239335.19240854	1	19239335	19240854	.	1520
1.19248408.19249505	1	19248408	19249505	.	1098
1.19252691.19254637	1	19252691	19254637	.	1947
1.19268237.19268955	1	19268237	19268955	.	719
1.19271521.19272387	1	19271521	19272387	.	867
1.19275745.19279032	1	19275745	19279032	.	3288
1.19281782.19284203	1	19281782	19284203	.	2422
1.19337161.19338225	1	19337161	19338225	.	1065
1.19407212.19409225	1	19407212	19409225	.	2014
1.19450390.19450814	1	19450390	19450814	.	425
1.19506109.19506972	1	19506109	19506972	.	864
1.19535794.19538028	1	19535794	19538028	.	2235
1.19567482.19568344	1	19567482	19568344	.	863
1.19577359.19579375	1	19577359	19579375	.	2017
1.19600153.19600856	1	19600153	19600856	.	704
1.19614910.19615849	1	19614910	19615849	.	940
1.19637306.19639939	1	19637306	19639939	.	2634
1.19641620.19643237	1	19641620	19643237	.	1618
1.19648694.19649509	1	19648694	19649509	.	816
1.19650407.19653634	1	19650407	19653634	.	3228
1.19664298.19665407	1	19664298	19665407	.	1110
1.19667728.19669027	1	19667728	19669027	.	1300
1.19670769.19671651	1	19670769	19671651	.	883
1.19772406.19772726	1	19772406	19772726	.	321
1.19775028.19776210	1	19775028	19776210	.	1183
1.19781022.19782240	1	19781022	19782240	.	1219
1.19794894.19796681	1	19794894	19796681	.	1788
1.19802833.19805491	1	19802833	19805491	.	2659
1.19810511.19812987	1	19810511	19812987	.	2477
1.19813986.19814811	1	19813986	19814811	.	826
1.19831514.19832913	1	19831514	19832913	.	1400
1.19835161.19835958	1	19835161	19835958	.	798
1.19837357.19838108	1	19837357	19838108	.	752
1.19860056.19860735	1	19860056	19860735	.	680
1.19922867.19924420	1	19922867	19924420	.	1554
1.19969749.19971913	1	19969749	19971913	.	2165
1.19977376.19978263	1	19977376	19978263	.	888
1.19979894.19980793	1	19979894	19980793	.	900
1.19986015.19986855	1	19986015	19986855	.	841
1.20016349.20016727	1	20016349	20016727	.	379
1.20030324.20031606	1	20030324	20031606	.	1283
1.20041805.20042565	1	20041805	20042565	.	761
1.20125580.20127317	1	20125580	20127317	.	1738
1.20137706.20138296	1	20137706	20138296	.	591
1.20185456.20185820	1	20185456	20185820	.	365
1.20208366.20209720	1	20208366	20209720	.	1355
1.20301260.20301898	1	20301260	20301898	.	639
1.20385120.20385451	1	20385120	20385451	.	332
1.20386089.20387050	1	20386089	20387050	.	962
1.20388347.20388844	1	20388347	20388844	.	498
1.20407044.20408230	1	20407044	20408230	.	1187
1.20427117.20427963	1	20427117	20427963	.	847
1.20478513.20481009	1	20478513	20481009	.	2497
1.20497696.20498338	1	20497696	20498338	.	643
1.20501198.20502154	1	20501198	20502154	.	957
1.20511427.20513256	1	20511427	20513256	.	1830
1.20521498.20522062	1	20521498	20522062	.	565
1.20539285.20539796	1	20539285	20539796	.	512
1.20560000.20560121	1	20560000	20560121	.	122
1.20616968.20617730	1	20616968	20617730	.	763
1.20693730.20694037	1	20693730	20694037	.	308
1.20703340.20703818	1	20703340	20703818	.	479
1.20756931.20757407	1	20756931	20757407	.	477
1.20820220.20821203	1	20820220	20821203	.	984
1.20834022.20835077	1	20834022	20835077	.	1056
1.20901623.20902517	1	20901623	20902517	.	895
1.20915208.20917555	1	20915208	20917555	.	2348
1.20959539.20961480	1	20959539	20961480	.	1942
1.20966505.20967193	1	20966505	20967193	.	689
1.20987070.20988974	1	20987070	20988974	.	1905
1.21008740.21009639	1	21008740	21009639	.	900
1.21010663.21012675	1	21010663	21012675	.	2013
1.21022653.21023993	1	21022653	21023993	.	1341
1.21037790.21038864	1	21037790	21038864	.	1075
1.21043769.21045024	1	21043769	21045024	.	1256
1.21057232.21060332	1	21057232	21060332	.	3101
1.21112437.21114900	1	21112437	21114900	.	2464
1.21178238.21178689	1	21178238	21178689	.	452
1.21348729.21349407	1	21348729	21349407	.	679
1.21475897.21476723	1	21475897	21476723	.	827
1.21501821.21502866	1	21501821	21502866	.	1046
1.21503033.21504154	1	21503033	21504154	.	1122
1.21510447.21511528	1	21510447	21511528	.	1082
1.21521461.21522179	1	21521461	21522179	.	719
1.21543935.21545055	1	21543935	21545055	.	1121
1.21559897.21560439	1	21559897	21560439	.	543
1.21581516.21582378	1	21581516	21582378	.	863
1.21587915.21589726	1	21587915	21589726	.	1812
1.21592238.21593333	1	21592238	21593333	.	1096
1.21596345.21597263	1	21596345	21597263	.	919
1.21605509.21607416	1	21605509	21607416	.	1908
1.21611234.21611808	1	21611234	21611808	.	575
1.21619774.21621736	1	21619774	21621736	.	1963
1.21634140.21634683	1	21634140	21634683	.	544
1.21643743.21644505	1	21643743	21644505	.	763
1.21646999.21647996	1	21646999	21647996	.	998
1.21650434.21652512	1	21650434	21652512	.	2079
1.21658369.21659775	1	21658369	21659775	.	1407
1.21660137.21662755	1	21660137	21662755	.	2619
1.21664057.21665575	1	21664057	21665575	.	1519
1.21670693.21673289	1	21670693	21673289	.	2597
1.21694712.21695729	1	21694712	21695729	.	1018
1.21697122.21697470	1	21697122	21697470	.	349
1.21766282.21767012	1	21766282	21767012	.	731
1.21780240.21780964	1	21780240	21780964	.	725
1.21796040.21796415	1	21796040	21796415	.	376
1.21817258.21817754	1	21817258	21817754	.	497
1.21835193.21836400	1	21835193	21836400	.	1208
1.21851086.21851916	1	21851086	21851916	.	831
1.21861202.21861849	1	21861202	21861849	.	648
1.21866287.21866808	1	21866287	21866808	.	522
1.21912823.21914119	1	21912823	21914119	.	1297
1.21921615.21922596	1	21921615	21922596	.	982
1.21930352.21931348	1	21930352	21931348	.	997
1.21933604.21935840	1	21933604	21935840	.	2237
1.21942879.21943646	1	21942879	21943646	.	768
1.21955417.21956246	1	21955417	21956246	.	830
1.21974347.21975041	1	21974347	21975041	.	695
1.21985512.21986687	1	21985512	21986687	.	1176
1.21990244.21991041	1	21990244	21991041	.	798
1.21994888.21996975	1	21994888	21996975	.	2088
1.21999071.22000433	1	21999071	22000433	.	1363
1.22094428.22095534	1	22094428	22095534	.	1107
1.22108047.22111472	1	22108047	22111472	.	3426
1.22140788.22141769	1	22140788	22141769	.	982
1.22142188.22142874	1	22142188	22142874	.	687
1.22145053.22145684	1	22145053	22145684	.	632
1.22149927.22151003	1	22149927	22151003	.	1077
1.22183169.22185323	1	22183169	22185323	.	2155
1.22192085.22193387	1	22192085	22193387	.	1303
1.22225916.22227230	1	22225916	22227230	.	1315
1.22230376.22232152	1	22230376	22232152	.	1777
1.22232413.22234175	1	22232413	22234175	.	1763
1.22235894.22237211	1	22235894	22237211	.	1318
1.22250897.22252112	1	22250897	22252112	.	1216
1.22257357.22258899	1	22257357	22258899	.	1543
1.22263647.22264540	1	22263647	22264540	.	894
1.22265309.22266955	1	22265309	22266955	.	1647
1.22273374.22273782	1	22273374	22273782	.	409
1.22290243.22290888	1	22290243	22290888	.	646
1.22331627.22332264	1	22331627	22332264	.	638
1.22345102.22346643	1	22345102	22346643	.	1542
1.22349249.22349871	1	22349249	22349871	.	623
1.22350691.22353003	1	22350691	22353003	.	2313
1.22357864.22358689	1	22357864	22358689	.	826
1.22365920.22367172	1	22365920	22367172	.	1253
1.22378529.22380505	1	22378529	22380505	.	1977
1.22431908.22432475	1	22431908	22432475	.	568
1.22458187.22459018	1	22458187	22459018	.	832
1.22467996.22469505	1	22467996	22469505	.	1510
1.22501080.22501823	1	22501080	22501823	.	744
1.22602095.22602983	1	22602095	22602983	.	889
1.22668421.22669203	1	22668421	22669203	.	783
1.22742841.22743672	1	22742841	22743672	.	832
1.22746734.22747363	1	22746734	22747363	.	630
1.22755199.22755856	1	22755199	22755856	.	658
1.22777795.22779512	1	22777795	22779512	.	1718
1.22820629.22821302	1	22820629	22821302	.	674
1.22902224.22902911	1	22902224	22902911	.	688
1.22938045.22938484	1	22938045	22938484	.	440
1.22962644.22963527	1	22962644	22963527	.	884
1.22968302.22970712	1	22968302	22970712	.	2411
1.22972008.22972785	1	22972008	22972785	.	778
1.22978984.22980067	1	22978984	22980067	.	1084
1.22988518.22989417	1	22988518	22989417	.	900
1.23030793.23031459	1	23030793	23031459	.	667
1.23043143.23044342	1	23043143	23044342	.	1200
1.23061492.23062349	1	23061492	23062349	.	858
1.23066103.23066672	1	23066103	23066672	.	570
1.23072226.23073328	1	23072226	23073328	.	1103
1.23076561.23077706	1	23076561	23077706	.	1146
1.23107089.23107725	1	23107089	23107725	.	637
1.23134756.23135914	1	23134756	23135914	.	1159
1.23158145.23159156	1	23158145	23159156	.	1012
1.23172859.23173837	1	23172859	23173837	.	979
1.23177739.23178727	1	23177739	23178727	.	989
1.23188097.23189048	1	23188097	23189048	.	952
1.23206331.23207278	1	23206331	23207278	.	948
1.23256762.23257221	1	23256762	23257221	.	460
1.23302655.23303573	1	23302655	23303573	.	919
1.23339967.23340651	1	23339967	23340651	.	685
1.23345367.23347350	1	23345367	23347350	.	1984
1.23426495.23427354	1	23426495	23427354	.	860
1.23429560.23430258	1	23429560	23430258	.	699
1.23493882.23496808	1	23493882	23496808	.	2927
1.23503761.23505311	1	23503761	23505311	.	1551
1.23669872.23671808	1	23669872	23671808	.	1937
1.23694030.23696691	1	23694030	23696691	.	2662
1.23697262.23698030	1	23697262	23698030	.	769
1.23728551.23729810	1	23728551	23729810	.	1260
1.23730156.23731030	1	23730156	23731030	.	875
1.23748329.23749633	1	23748329	23749633	.	1305
1.23809522.23811893	1	23809522	23811893	.	2372
1.23823472.23824207	1	23823472	23824207	.	736
1.23854459.23855513	1	23854459	23855513	.	1055
1.23856871.23858481	1	23856871	23858481	.	1611
1.23859432.23860315	1	23859432	23860315	.	884
1.23866054.23867031	1	23866054	23867031	.	978
1.23871125.23871630	1	23871125	23871630	.	506
1.23880426.23882041	1	23880426	23882041	.	1616
1.23884577.23886601	1	23884577	23886601	.	2025
1.23888163.23889320	1	23888163	23889320	.	1158
1.23893396.23894749	1	23893396	23894749	.	1354
1.23903653.23904413	1	23903653	23904413	.	761
1.23921203.23922070	1	23921203	23922070	.	868
1.23960998.23962241	1	23960998	23962241	.	1244
1.23963714.23964914	1	23963714	23964914	.	1201
1.23965722.23966219	1	23965722	23966219	.	498
1.23984113.23984468	1	23984113	23984468	.	356
1.24017769.24019204	1	24017769	24019204	.	1436
1.24044924.24045461	1	24044924	24045461	.	538
1.24046801.24047418	1	24046801	24047418	.	618
1.24050172.24050516	1	24050172	24050516	.	345
1.24053325.24054247	1	24053325	24054247	.	923
1.24069109.24071319	1	24069109	24071319	.	2211
1.24077551.24078059	1	24077551	24078059	.	509
1.24098528.24099071	1	24098528	24099071	.	544
1.24104183.24105556	1	24104183	24105556	.	1374
1.24116519.24117018	1	24116519	24117018	.	500
1.24117327.24117885	1	24117327	24117885	.	559
1.24119580.24120493	1	24119580	24120493	.	914
1.24124875.24125643	1	24124875	24125643	.	769
1.24125787.24128007	1	24125787	24128007	.	2221
1.24136122.24136760	1	24136122	24136760	.	639
1.24136934.24138123	1	24136934	24138123	.	1190
1.24143113.24144061	1	24143113	24144061	.	949
1.24151414.24152481	1	24151414	24152481	.	1068
1.24164430.24165676	1	24164430	24165676	.	1247
1.24193625.24195590	1	24193625	24195590	.	1966
1.24229113.24229725	1	24229113	24229725	.	613
1.24235138.24236286	1	24235138	24236286	.	1149
1.24242477.24243890	1	24242477	24243890	.	1414
1.24397168.24397914	1	24397168	24397914	.	747
1.24438614.24439658	1	24438614	24439658	.	1045
1.24446702.24447451	1	24446702	24447451	.	750
1.24476185.24477740	1	24476185	24477740	.	1556
1.24500448.24500936	1	24500448	24500936	.	489
1.24516192.24518655	1	24516192	24518655	.	2464
1.24524267.24524788	1	24524267	24524788	.	522
1.24525691.24526208	1	24525691	24526208	.	518
1.24647808.24649550	1	24647808	24649550	.	1743
1.24691656.24692187	1	24691656	24692187	.	532
1.24710707.24711411	1	24710707	24711411	.	705
1.24717665.24718156	1	24717665	24718156	.	492
1.24718393.24719254	1	24718393	24719254	.	862
1.24739654.24740836	1	24739654	24740836	.	1183
1.24741410.24742884	1	24741410	24742884	.	1475
1.24743008.24743864	1	24743008	24743864	.	857
1.24764493.24765365	1	24764493	24765365	.	873
1.24807413.24808679	1	24807413	24808679	.	1267
1.24827861.24829961	1	24827861	24829961	.	2101
1.24862998.24863285	1	24862998	24863285	.	288
1.24885635.24886230	1	24885635	24886230	.	596
1.24913653.24914152	1	24913653	24914152	.	500
1.24968095.24970727	1	24968095	24970727	.	2633
1.25010127.25010641	1	25010127	25010641	.	515
1.25014657.25015668	1	25014657	25015668	.	1012
1.25021651.25023040	1	25021651	25023040	.	1390
1.25031603.25032505	1	25031603	25032505	.	903
1.25035332.25035805	1	25035332	25035805	.	474
1.25046427.25047373	1	25046427	25047373	.	947
1.25050779.25052284	1	25050779	25052284	.	1506
1.25053788.25054566	1	25053788	25054566	.	779
1.25059567.25060366	1	25059567	25060366	.	800
1.25068506.25069685	1	25068506	25069685	.	1180
1.25069807.25070915	1	25069807	25070915	.	1109
